    Subject           Activity Average.Time.Mean.BodyAccel.X Average.Time.Mean.BodyAccel.Y
178                       -0.988124496                      -0.9574872215
179                       -0.970845671                      -0.9305735749
180                       -0.980768875                      -0.9698299843
    Average.Time.StdDev.BodyAccMagnitude Average.Time.Mean.GravityAccMagnitude
1                            -0.21968865                         -0.1369711766
2                            -0.32497093                         -0.1299276307
3                             0.01988435                          0.0271882914
4                            -0.92707842                         -0.9485367862
5                            -0.98194293                         -0.9842782074
6                            -0.79514486                         -0.8419291525
7                            -0.42254417                         -0.2904075937
8                            -0.20597705                         -0.1073226795
9                             0.21558633                          0.0899511205
10                           -0.95308144                         -0.9678936239
11                           -0.95787497                         -0.9658751813
12                           -0.97287391                         -0.9774354852
13                           -0.32842894                         -0.2546903333
14                           -0.33359743                         -0.1840148950
15                           -0.04113401                         -0.0628126118
16                           -0.87030170                         -0.8953833502
17                           -0.91514330                         -0.9254308190
18                           -0.96421818                         -0.9727913461
19                           -0.52767910                         -0.3120505742
20                           -0.21201230                         -0.1537039354
21                           -0.08195590                         -0.0491616727
22                           -0.91440784                         -0.9356948200
23                           -0.89097668                         -0.9064780518
24                           -0.93129222                         -0.9545576031
25                           -0.37717873                         -0.1583386744
26                           -0.13673638                          0.0435562022
27                            0.20542238                          0.2111388536
28                           -0.92093903                         -0.9379783225
29                           -0.87977380                         -0.9061047011
30                           -0.95861279                         -0.9667778829
31                           -0.26673417                         -0.1668407136
32                           -0.07915088                          0.0177790974
33                            0.37361191                          0.3337547315
34                           -0.93157266                         -0.9495435313
35                           -0.93931025                         -0.9450228765
36                           -0.89732625                         -0.9188788508
37                           -0.19855471                         -0.0978090439
38                           -0.33474461                         -0.1980744380
39                            0.21454403                          0.0198795286
40                           -0.88195762                         -0.9184321071
41                           -0.93359016                         -0.9427246592
42                           -0.90703951                         -0.9363920238
43                           -0.18040728                          0.0516786278
44                           -0.22720025                          0.1210266292
45                            0.13133787                          0.1765993118
46                           -0.92994362                         -0.9521397043
47                           -0.93718719                         -0.9537628841
48                           -0.91325033                         -0.9353086339
49                           -0.37942877                         -0.0980840496
50                           -0.40022204                         -0.2607275814
51                            0.26512013                          0.1458863579
52                           -0.86375643                         -0.8933617176
53                           -0.93610501                         -0.9451674824
54                           -0.91512680                         -0.9308684376
55                           -0.18560240                         -0.1274009121
56                           -0.21153748                         -0.0266623295
57                            0.15699821                          0.2508437694
58                           -0.93966959                         -0.9607571996
59                           -0.93726454                         -0.9519889080
60                           -0.94030165                         -0.9567818197
61                           -0.48773592                         -0.2883234720
62                           -0.28959215                         -0.1325946238
63                            0.05077437                          0.1262276573
64                           -0.94458183                         -0.9619707638
65                           -0.98030537                         -0.9848538366
66                           -0.97289183                         -0.9806211802
67                           -0.23697287                         -0.1022045504
68                           -0.28584404                         -0.2291839271
69                            0.09726083                          0.0183139430
70                           -0.94751710                         -0.9521766214
71                           -0.93523295                         -0.9414599351
72                           -0.93654269                         -0.9482046755
73                           -0.29254638                         -0.1356438678
74                           -0.32633962                         -0.1011535017
75                           -0.01560982                         -0.0294634300
76                           -0.93793574                         -0.9576905637
77                           -0.96851967                         -0.9715642432
78                           -0.94794475                         -0.9605177682
79                           -0.36380563                         -0.1444046718
80                           -0.01976867                          0.1401082041
81                            0.42840592                          0.1855377069
82                           -0.92549583                         -0.9441979437
83                           -0.93673558                         -0.9434568473
84                           -0.85659312                         -0.9059782502
85                           -0.32387832                         -0.1865146508
86                           -0.13655222                         -0.0009713947
87                            0.35320401                          0.3204493872
88                           -0.93797791                         -0.9586698363
89                           -0.94860043                         -0.9612076162
90                           -0.94331411                         -0.9553406615
91                           -0.47180927                         -0.2587666941
92                           -0.33479508                         -0.2339903316
93                            0.11918374                          0.1910797936
94                           -0.94105124                         -0.9618796807
95                           -0.95729449                         -0.9699488251
96                           -0.95789593                         -0.9618346349
97                           -0.46183787                         -0.1511514877
98                           -0.10287773                         -0.0128062277
99                            0.09140768                          0.1489511035
100                          -0.96506519                         -0.9727473464
101                          -0.97537731                         -0.9776359814
102                          -0.94825799                         -0.9530214111
103                          -0.46034647                         -0.2879080780
104                          -0.37184157                         -0.2791463128
105                          -0.22993425                         -0.2935319736
106                          -0.98159529                         -0.9836741518
107                          -0.97228555                         -0.9726074953
108                          -0.98646454                         -0.9864562415
109                          -0.09939272                          0.0648173439
110                          -0.17766683                          0.0173811935
111                           0.41347238                          0.6446043251
112                          -0.95175566                         -0.9620740656
113                          -0.96254934                         -0.9605056836
114                          -0.96319349                         -0.9662608069
115                          -0.15693039                          0.0394022806
116                          -0.19826972                          0.0087250246
117                           0.17263636                          0.2218515879
118                          -0.93776403                         -0.9527380430
119                          -0.91067209                         -0.9224068574
120                          -0.93948944                         -0.9607431262
121                          -0.29970975                         -0.1234556615
122                          -0.27847428                         -0.0810453188
123                           0.26434190                          0.2457716990
124                          -0.97199425                         -0.9747349994
125                          -0.95691990                         -0.9587742981
126                          -0.94218643                         -0.9525965832
127                          -0.16159179                          0.0722419122
128                          -0.15875747                          0.2102826083
129                           0.13326748                          0.3309992219
130                          -0.92433618                         -0.9421673539
131                          -0.93986632                         -0.9548076613
132                          -0.90940776                         -0.9349937993
133                          -0.20998935                         -0.0988770198
134                          -0.27189371                         -0.0117536874
135                           0.23036396                          0.1272111377
136                          -0.92496326                         -0.9440807729
137                          -0.95166986                         -0.9572122671
138                          -0.95787199                         -0.9629591968
139                          -0.48106402                         -0.2999836140
140                          -0.30685447                         -0.2264028220
141                          -0.02248391                         -0.0737699163
142                          -0.96377968                         -0.9689791565
143                          -0.94790101                         -0.9500610177
144                          -0.96935483                         -0.9718540425
145                          -0.56560147                         -0.4052894300
146                          -0.48000665                         -0.3057721991
147                          -0.25946525                         -0.2201085946
148                          -0.96000341                         -0.9704093371
149                          -0.96807563                         -0.9726635922
150                          -0.64925477                         -0.5604777761
151                          -0.42184831                         -0.2233991718
152                          -0.15070711                         -0.1428744994
153                           0.14700168                          0.1143793837
154                          -0.93360278                         -0.9530799941
155                          -0.96269730                         -0.9685116943
156                          -0.96435519                         -0.9767850424
157                          -0.40735579                         -0.2388538753
158                          -0.37994879                         -0.1605893560
159                           0.12117628                          0.1080713829
160                          -0.96952667                         -0.9794816689
161                          -0.96636011                         -0.9727532874
162                          -0.97892018                         -0.9820916522
163                          -0.39269402                         -0.1806660203
164                          -0.21192867                         -0.1862405040
165                           0.13546556                          0.1043592166
166                          -0.94778270                         -0.9557897086
167                          -0.91765833                         -0.9254716516
168                          -0.95457403                         -0.9581122303
169                          -0.26269506                         -0.0955213394
170                          -0.04146961                          0.0083436027
171                           0.13448115                          0.1037051657
172                          -0.96929032                         -0.9780170218
173                          -0.98174571                         -0.9847453189
174                          -0.98157215                         -0.9864931967
175                          -0.35987341                         -0.1951400330
176                          -0.32741082                         -0.1376278572
177                          -0.01357712                         -0.0373901122
178                          -0.94290147                         -0.9574872215
179                          -0.91657044                         -0.9305735749
180                          -0.96016791                         -0.9698299843
    Average.Time.StdDev.GravityAccMagnitude Average.Time.Mean.BodyAccJerkMagnitude
1                               -0.21968865                           -0.141428809
2                               -0.32497093                           -0.466503446
3                                0.01988435                           -0.089447481
4                               -0.92707842                           -0.987364196
5                               -0.98194293                           -0.992367791
6                               -0.79514486                           -0.954396265
7                               -0.42254417                           -0.281424154
8                               -0.20597705                           -0.321268911
9                                0.21558633                            0.005655163
10                              -0.95308144                           -0.986774713
11                              -0.95787497                           -0.980489077
12                              -0.97287391                           -0.987741696
13                              -0.32842894                           -0.280009317
14                              -0.33359743                           -0.436901159
15                              -0.04113401                           -0.205239247
16                              -0.87030170                           -0.969080753
17                              -0.91514330                           -0.959303840
18                              -0.96421818                           -0.979484593
19                              -0.52767910                           -0.366700880
20                              -0.21201230                           -0.400922255
21                              -0.08195590                           -0.228851414
22                              -0.91440784                           -0.970132284
23                              -0.89097668                           -0.963370738
24                              -0.93129222                           -0.970095772
25                              -0.37717873                           -0.288333024
26                              -0.13673638                           -0.247403477
27                               0.20542238                           -0.063752856
28                              -0.92093903                           -0.969320156
29                              -0.87977380                           -0.956863566
30                              -0.95861279                           -0.980141254
31                              -0.26673417                           -0.195117026
32                              -0.07915088                           -0.207379799
33                               0.37361191                            0.103845072
34                              -0.93157266                           -0.962733502
35                              -0.93931025                           -0.967102436
36                              -0.89732625                           -0.954750505
37                              -0.19855471                           -0.192948900
38                              -0.33474461                           -0.458695232
39                               0.21454403                           -0.170319619
40                              -0.88195762                           -0.976559676
41                              -0.93359016                           -0.973381306
42                              -0.90703951                           -0.980127240
43                              -0.18040728                           -0.066832243
44                              -0.22720025                           -0.141494613
45                               0.13133787                            0.262628490
46                              -0.92994362                           -0.986061512
47                              -0.93718719                           -0.984920798
48                              -0.91325033                           -0.973147490
49                              -0.37942877                           -0.203733616
50                              -0.40022204                           -0.440667540
51                               0.26512013                           -0.162376089
52                              -0.86375643                           -0.964383757
53                              -0.93610501                           -0.969524579
54                              -0.91512680                           -0.963374549
55                              -0.18560240                           -0.132624992
56                              -0.21153748                           -0.262038042
57                               0.15699821                            0.050701023
58                              -0.93966959                           -0.988054238
59                              -0.93726454                           -0.965163818
60                              -0.94030165                           -0.976234435
61                              -0.48773592                           -0.402333202
62                              -0.28959215                           -0.509587701
63                               0.05077437                           -0.198206140
64                              -0.94458183                           -0.979355635
65                              -0.98030537                           -0.989242377
66                              -0.97289183                           -0.983330628
67                              -0.23697287                           -0.144064923
68                              -0.28584404                           -0.432469301
69                               0.09726083                           -0.107091020
70                              -0.94751710                           -0.974734490
71                              -0.93523295                           -0.968790683
72                              -0.93654269                           -0.969843834
73                              -0.29254638                           -0.133205035
74                              -0.32633962                           -0.456190454
75                              -0.01560982                           -0.127926052
76                              -0.93793574                           -0.989497839
77                              -0.96851967                           -0.986800028
78                              -0.94794475                           -0.985467854
79                              -0.36380563                           -0.377293155
80                              -0.01976867                           -0.283663836
81                               0.42840592                            0.035360138
82                              -0.92549583                           -0.976521006
83                              -0.93673558                           -0.972965788
84                              -0.85659312                           -0.972576393
85                              -0.32387832                           -0.320129323
86                              -0.13655222                           -0.316050382
87                               0.35320401                           -0.037266607
88                              -0.93797791                           -0.986107839
89                              -0.94860043                           -0.981495126
90                              -0.94331411                           -0.979890228
91                              -0.47180927                           -0.363144484
92                              -0.33479508                           -0.483219050
93                               0.11918374                           -0.165908811
94                              -0.94105124                           -0.987472699
95                              -0.95729449                           -0.989205232
96                              -0.95789593                           -0.988349657
97                              -0.46183787                           -0.301093269
98                              -0.10287773                           -0.357233898
99                               0.09140768                           -0.221631694
100                             -0.96506519                           -0.992814715
101                             -0.97537731                           -0.991742754
102                             -0.94825799                           -0.981607628
103                             -0.46034647                           -0.379269262
104                             -0.37184157                           -0.601463948
105                             -0.22993425                           -0.466516044
106                             -0.98159529                           -0.989869575
107                             -0.97228555                           -0.985965294
108                             -0.98646454                           -0.988321540
109                             -0.09939272                            0.109450990
110                             -0.17766683                           -0.114189606
111                              0.41347238                            0.434490401
112                             -0.95175566                           -0.986423976
113                             -0.96254934                           -0.983068924
114                             -0.96319349                           -0.984784340
115                             -0.15693039                           -0.042935930
116                             -0.19826972                           -0.255611242
117                              0.17263636                           -0.061269984
118                             -0.93776403                           -0.978774578
119                             -0.91067209                           -0.956624899
120                             -0.93948944                           -0.984670074
121                             -0.29970975                           -0.148138992
122                             -0.27847428                           -0.355047694
123                              0.26434190                           -0.080224180
124                             -0.97199425                           -0.985947225
125                             -0.95691990                           -0.974765162
126                             -0.94218643                           -0.982800331
127                             -0.16159179                            0.022919967
128                             -0.15875747                           -0.095784034
129                              0.13326748                           -0.017978463
130                             -0.92433618                           -0.979303714
131                             -0.93986632                           -0.975876007
132                             -0.90940776                           -0.971169779
133                             -0.20998935                           -0.067081966
134                             -0.27189371                           -0.311143885
135                              0.23036396                            0.112982476
136                             -0.92496326                           -0.982375503
137                             -0.95166986                           -0.978671485
138                             -0.95787199                           -0.987010197
139                             -0.48106402                           -0.399722201
140                             -0.30685447                           -0.488487621
141                             -0.02248391                           -0.263106945
142                             -0.96377968                           -0.985555822
143                             -0.94790101                           -0.977620954
144                             -0.96935483                           -0.985529271
145                             -0.56560147                           -0.538291425
146                             -0.48000665                           -0.679160844
147                             -0.25946525                           -0.500483331
148                             -0.96000341                           -0.989545142
149                             -0.96807563                           -0.984647071
150                             -0.64925477                           -0.962161356
151                             -0.42184831                           -0.290758025
152                             -0.15070711                           -0.404463896
153                              0.14700168                           -0.148856266
154                             -0.93360278                           -0.990898436
155                             -0.96269730                           -0.986985214
156                             -0.96435519                           -0.989970604
157                             -0.40735579                           -0.230500549
158                             -0.37994879                           -0.479067422
159                              0.12117628                           -0.115421211
160                             -0.96952667                           -0.989467178
161                             -0.96636011                           -0.985347620
162                             -0.97892018                           -0.988372774
163                             -0.39269402                           -0.299223359
164                             -0.21192867                           -0.388086248
165                              0.13546556                           -0.070756028
166                             -0.94778270                           -0.973274367
167                             -0.91765833                           -0.959551987
168                             -0.95457403                           -0.978455342
169                             -0.26269506                           -0.240231677
170                             -0.04146961                           -0.344324833
171                              0.13448115                           -0.138637624
172                             -0.96929032                           -0.990719808
173                             -0.98174571                           -0.990785420
174                             -0.98157215                           -0.992725368
175                             -0.35987341                           -0.352111714
176                             -0.32741082                           -0.596600100
177                             -0.01357712                           -0.293738802
178                             -0.94290147                           -0.987799056
179                             -0.91657044                           -0.971225190
180                             -0.96016791                           -0.979232820
    Average.Time.StdDev.BodyAccJerkMagnitude Average.Time.Mean.BodyGyroMagnitude
1                                -0.07447175                        -0.160979553
2                                -0.47899162                        -0.126735590
3                                -0.02578772                        -0.075741254
4                                -0.98412002                        -0.930892490
5                                -0.99309621                        -0.976493793
6                                -0.92824563                        -0.874759548
7                                -0.16415099                        -0.446549093
8                                -0.21738939                        -0.219713473
9                                 0.22961719                        -0.162188587
10                               -0.98447587                        -0.946035087
11                               -0.97667528                        -0.963466342
12                               -0.98551808                        -0.950011570
13                               -0.13991636                        -0.466411754
14                               -0.43902059                        -0.347321812
15                               -0.09263245                        -0.215294501
16                               -0.96655008                        -0.919354372
17                               -0.94877004                        -0.892089349
18                               -0.97612130                        -0.951564751
19                               -0.31691896                        -0.497792201
20                               -0.43726148                        -0.299779408
21                               -0.21685892                        -0.346606293
22                               -0.96254911                        -0.926063314
23                               -0.95815948                        -0.900982101
24                               -0.96078643                        -0.930236463
25                               -0.28224228                        -0.355933084
26                               -0.31018655                        -0.235516929
27                               -0.02925705                        -0.218029835
28                               -0.96575773                        -0.934301647
29                               -0.94296205                        -0.900671631
30                               -0.97747715                        -0.946938301
31                               -0.07060296                        -0.281207841
32                               -0.16997036                        -0.129121244
33                                0.20950217                         0.014267782
34                               -0.94818183                        -0.932703812
35                               -0.95609915                        -0.939404744
36                               -0.95034193                        -0.908980175
37                               -0.02755733                        -0.305959351
38                               -0.47126571                        -0.239099166
39                                0.09018363                        -0.188740819
40                               -0.97024327                        -0.897870535
41                               -0.96856636                        -0.943425565
42                               -0.96731093                        -0.915793635
43                               -0.18457105                        -0.003102438
44                               -0.22829636                         0.166447991
45                                0.25340826                         0.099342974
46                               -0.98066738                        -0.932682243
47                               -0.97993224                        -0.952848497
48                               -0.96295452                        -0.924253349
49                               -0.31711349                        -0.294542267
50                               -0.44548540                        -0.083323449
51                                0.03990782                        -0.168921401
52                               -0.95178024                        -0.903235537
53                               -0.96376418                        -0.921030223
54                               -0.95502681                        -0.907125100
55                                0.03760834                        -0.156458730
56                               -0.22601020                         0.043857385
57                                0.11087723                        -0.023846804
58                               -0.98520986                        -0.944202044
59                               -0.95205821                        -0.929787260
60                               -0.96755698                        -0.937590999
61                               -0.40314128                        -0.421801674
62                               -0.49048581                        -0.255048337
63                               -0.12701722                        -0.197883360
64                               -0.97451173                        -0.951884472
65                               -0.98885396                        -0.979978011
66                               -0.97650486                        -0.952523752
67                               -0.02028505                        -0.355930365
68                               -0.32982797                        -0.316561586
69                                0.06557813                        -0.213351511
70                               -0.97274589                        -0.941907241
71                               -0.96267886                        -0.888101373
72                               -0.96258092                        -0.930840594
73                               -0.13178853                        -0.218669558
74                               -0.45122593                        -0.237182958
75                               -0.04339598                        -0.102114481
76                               -0.98881310                        -0.951142644
77                               -0.98186562                        -0.957825372
78                               -0.98006624                        -0.944303112
79                               -0.43974692                        -0.137208742
80                               -0.33708627                         0.365779419
81                                0.19470884                         0.166340012
82                               -0.97334339                        -0.942756369
83                               -0.97043718                        -0.943530017
84                               -0.96645091                        -0.904665418
85                               -0.31007143                        -0.243711124
86                               -0.31336355                        -0.201217274
87                                0.15963171                        -0.121686321
88                               -0.98463902                        -0.957331628
89                               -0.97999480                        -0.946961381
90                               -0.97364446                        -0.944605127
91                               -0.40338656                        -0.485931933
92                               -0.49306713                        -0.308260568
93                               -0.07834989                        -0.309820427
94                               -0.98361533                        -0.946417382
95                               -0.98676155                        -0.972528178
96                               -0.98789100                        -0.951777100
97                               -0.27567279                        -0.335009837
98                               -0.39091245                        -0.235191249
99                               -0.20657668                        -0.232641763
100                              -0.99144650                        -0.967177744
101                              -0.99036325                        -0.978184577
102                              -0.98012675                        -0.960733122
103                              -0.42541866                        -0.500471148
104                              -0.57933032                        -0.369108600
105                              -0.38251733                        -0.381022815
106                              -0.99115935                        -0.977634992
107                              -0.98601529                        -0.963006793
108                              -0.98952628                        -0.980740847
109                               0.03565588                         0.100045071
110                              -0.28406069                        -0.061615771
111                               0.45061207                         0.418004609
112                              -0.98420518                        -0.942229044
113                              -0.97964084                        -0.941745041
114                              -0.98066829                        -0.953263433
115                               0.02107657                         0.068627515
116                              -0.23944437                         0.022330254
117                               0.04671858                         0.093841944
118                              -0.97253787                        -0.939574436
119                              -0.93845437                        -0.883675029
120                              -0.98016169                        -0.960447373
121                              -0.08384880                        -0.284775645
122                              -0.40418388                        -0.168982721
123                               0.09523394                        -0.184850020
124                              -0.98652087                        -0.964971114
125                              -0.97160651                        -0.949837152
126                              -0.97855262                        -0.949278890
127                               0.11153292                        -0.210608044
128                              -0.08765016                        -0.128031924
129                              -0.03376410                        -0.161333310
130                              -0.96857678                        -0.942077433
131                              -0.95882510                        -0.931624304
132                              -0.95984982                        -0.926616373
133                              -0.02681944                        -0.012096826
134                              -0.36270885                        -0.156527149
135                               0.29208720                         0.039091548
136                              -0.97366878                        -0.936593427
137                              -0.97481153                        -0.938430293
138                              -0.98668565                        -0.949418001
139                              -0.40982456                        -0.403064157
140                              -0.44106869                        -0.334435840
141                              -0.14350197                        -0.304965806
142                              -0.98541846                        -0.964633252
143                              -0.97310834                        -0.954518594
144                              -0.98360593                        -0.953791513
145                              -0.54287006                        -0.394362401
146                              -0.67451306                        -0.318634700
147                              -0.48297693                        -0.216082566
148                              -0.98831180                        -0.966568719
149                              -0.98263708                        -0.967077443
150                              -0.96193161                        -0.809688545
151                              -0.27935075                        -0.392092024
152                              -0.33453134                        -0.344427048
153                              -0.11130396                        -0.235314623
154                              -0.98998611                        -0.954052946
155                              -0.98262625                        -0.968673956
156                              -0.98910195                        -0.951863595
157                              -0.26613894                        -0.396638754
158                              -0.46461057                        -0.286145720
159                              -0.03863674                        -0.164783207
160                              -0.98920054                        -0.963565474
161                              -0.98415909                        -0.968702957
162                              -0.98858677                        -0.966917594
163                              -0.39044972                        -0.310775946
164                              -0.32536234                        -0.263415283
165                              -0.04188726                        -0.068246324
166                              -0.97030165                        -0.955175567
167                              -0.95406839                        -0.894242470
168                              -0.97331265                        -0.937106921
169                              -0.13303627                        -0.280573268
170                              -0.25448518                         0.043962768
171                              -0.03076934                        -0.122968109
172                              -0.99053173                        -0.962377332
173                              -0.99049569                        -0.980657340
174                              -0.99464692                        -0.971923623
175                              -0.35375102                        -0.022964080
176                              -0.56183771                        -0.113608367
177                              -0.12528318                        -0.095537321
178                              -0.98605764                        -0.955847324
179                              -0.95076227                        -0.913890565
180                              -0.96964229                        -0.962284921
    Average.Time.StdDev.BodyGyroMagnitude Average.Time.Mean.BodyGyroJerkMagnitude
1                             -0.18697836                             -0.29870368
2                             -0.14861932                             -0.59488287
3                             -0.22572437                             -0.29546384
4                             -0.93453184                             -0.99197634
5                             -0.97869003                             -0.99496679
6                             -0.81901017                             -0.96346103
7                             -0.55301992                             -0.54791195
8                             -0.37753217                             -0.57281644
9                             -0.27484411                             -0.41087267
